SalePrice,OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,TotalBsmtSF,1stFlrSF,BsmtQual,KitchenQual,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MasVnrArea,GarageYrBlt,Fireplaces,GarageFinish,GarageType,HeatingQC,BsmtFinSF1,Foundation,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,HalfBath,BsmtExposure,LotArea,LotShape,CentralAir,GarageCond,Electrical,PavedDrive,BsmtFullBath,RoofStyle,BsmtUnfSF,SaleCondition,Neighborhood,GarageQual,HouseStyle,BedroomAbvGr,MSZoning
130000,5,1316,2,TA,484,926,926,TA,TA,1,6,1929,2001,0.0,1974.0,0,Unf,Detchd,TA,234,BrkTil,50.0,0,0,0,0,No,5500,Reg,Y,TA,SBrkr,Y,1,Gable,0,Normal,OldTown,TA,1.5Fin,3,RM
73000,5,764,2,TA,504,680,764,Fa,TA,1,4,1925,2004,0.0,1965.0,0,Unf,Detchd,Gd,0,BrkTil,30.0,0,0,0,0,No,5232,IR3,N,TA,FuseP,N,0,Gable,680,Normal,OldTown,TA,1Story,2,RM
175500,6,1422,2,TA,576,1422,1422,Gd,Gd,2,7,1981,1981,210.0,1981.0,1,Fin,Attchd,TA,588,CBlock,78.0,276,0,0,0,No,12090,IR1,Y,TA,SBrkr,Y,0,Gable,606,Normal,NWAmes,TA,1Story,3,RL
185000,6,1511,2,TA,413,802,802,Gd,TA,2,8,1997,1997,0.0,1997.0,1,Fin,Attchd,Gd,714,PConc,70.0,95,709,75,1,Av,11207,IR1,Y,TA,SBrkr,Y,1,Gable,88,Normal,Gilbert,TA,2Story,3,RL
179500,5,2192,1,TA,240,720,1052,TA,Gd,2,8,1939,1997,0.0,1939.0,1,Unf,Detchd,Ex,378,PConc,60.0,262,720,24,1,No,8400,Reg,Y,TA,SBrkr,Y,0,Gable,342,Normal,SWISU,TA,2.5Fin,4,RL
120500,5,778,1,TA,924,740,778,TA,TA,1,4,1940,1955,0.0,1966.0,1,Fin,Detchd,Ex,403,CBlock,71.0,0,0,25,0,No,6900,Reg,Y,Ex,SBrkr,Y,0,Gable,212,Normal,IDOTRR,Ex,1Story,2,RM
148000,6,1113,1,TA,504,1143,1113,TA,TA,1,6,1976,1976,174.0,1987.0,1,RFn,Attchd,TA,751,CBlock,,370,0,30,1,No,7917,IR1,Y,Gd,SBrkr,Y,1,Hip,392,Normal,Edwards,TA,1Story,3,RL
266000,8,1939,3,Gd,1053,1095,1095,Gd,Gd,2,8,2006,2006,0.0,2006.0,1,RFn,Attchd,Gd,0,PConc,84.0,192,844,51,1,Mn,10728,Reg,Y,TA,SBrkr,Y,0,Gable,1095,Partial,Somerst,TA,2Story,3,FV
241500,7,1363,2,TA,439,1385,1363,Gd,TA,1,5,1954,2005,0.0,1954.0,2,Unf,Attchd,Ex,226,CBlock,73.0,81,0,0,0,Gd,39104,IR1,Y,TA,SBrkr,Y,1,Flat,96,Normal,ClearCr,TA,1Story,2,RL
290000,8,2270,3,Gd,671,1152,1164,Gd,Gd,2,9,1999,2007,348.0,1999.0,1,Fin,Attchd,Ex,524,PConc,92.0,132,1106,57,1,No,11764,IR1,Y,TA,SBrkr,Y,0,Gable,628,Normal,NoRidge,TA,2Story,4,RL
139000,6,1632,1,TA,338,1240,1632,TA,TA,2,6,1958,1988,183.0,1958.0,1,RFn,Attchd,Gd,620,CBlock,80.0,289,0,0,0,No,9600,Reg,Y,TA,SBrkr,Y,1,Hip,0,Normal,NAmes,TA,1Story,3,RL
124500,5,816,1,TA,264,816,816,TA,TA,1,5,1982,1982,0.0,1982.0,0,Unf,Attchd,TA,546,CBlock,76.0,168,0,0,0,Gd,8314,Reg,Y,TA,SBrkr,Y,0,Gable,270,Normal,Mitchel,TA,1Story,2,RL
205000,7,1548,2,Gd,672,952,952,TA,Ex,2,5,1925,2007,0.0,1978.0,0,Unf,Detchd,Gd,0,BrkTil,55.0,74,596,0,1,No,7264,Reg,N,TA,SBrkr,Y,0,Gable,952,Normal,BrkSide,TA,1.5Fin,3,RL
201000,7,1560,2,Gd,573,1560,1560,Ex,Gd,2,7,2003,2003,0.0,2003.0,0,Fin,Attchd,Ex,0,PConc,129.0,100,0,150,0,No,9196,IR1,Y,TA,SBrkr,Y,0,Gable,1560,Normal,Mitchel,TA,1Story,3,RL
141000,4,864,2,TA,400,864,864,TA,TA,1,4,1951,1951,0.0,1951.0,0,Unf,Detchd,Ex,120,CBlock,140.0,0,0,0,0,No,19138,Reg,Y,TA,SBrkr,Y,0,Gable,744,Normal,Gilbert,TA,1Story,2,RL
415298,9,2121,3,Ex,732,2121,2121,Ex,Ex,2,8,2006,2007,315.0,2007.0,1,Fin,Attchd,Ex,0,PConc,107.0,124,0,98,1,Gd,14450,Reg,Y,TA,SBrkr,Y,0,Gable,2121,Partial,NridgHt,TA,1Story,3,RL
192000,7,2022,2,TA,505,1160,1156,Gd,TA,2,8,1977,1977,299.0,1977.0,1,Fin,Attchd,Ex,392,CBlock,83.0,288,866,117,1,No,10005,Reg,Y,TA,SBrkr,Y,0,Hip,768,Normal,ClearCr,TA,2Story,4,RL
228500,7,1982,2,Gd,575,807,1175,Gd,Gd,2,7,1989,1989,340.0,1989.0,1,Fin,Attchd,Gd,421,CBlock,82.0,0,807,84,1,Av,11287,Reg,Y,TA,SBrkr,Y,0,Gable,386,Normal,SawyerW,TA,2Story,3,RL
185000,6,1262,2,Gd,572,1262,1262,Gd,Gd,2,5,2006,2006,68.0,2006.0,0,Fin,Attchd,Gd,905,PConc,60.0,0,0,120,0,No,7200,Reg,Y,TA,SBrkr,Y,0,Gable,357,Partial,Somerst,TA,1Story,2,FV
207500,7,1314,2,Gd,626,1314,1314,Gd,Gd,2,6,2007,2008,166.0,2008.0,1,RFn,Attchd,Ex,904,PConc,34.0,172,0,62,0,No,5063,Reg,Y,TA,SBrkr,Y,1,Gable,410,Normal,NridgHt,TA,1Story,2,RL
244600,8,1468,3,Gd,898,1468,1468,Gd,Gd,2,6,2008,2009,72.0,2008.0,1,Fin,Attchd,Ex,0,PConc,74.0,210,0,150,0,No,9612,Reg,Y,TA,SBrkr,Y,0,Gable,1468,Partial,Somerst,TA,1Story,3,RL
179200,6,1575,2,Gd,529,1575,1575,Gd,Gd,2,5,1992,1992,0.0,1992.0,0,RFn,Attchd,Gd,430,PConc,50.0,0,0,0,0,No,8012,Reg,Y,TA,SBrkr,Y,1,Gable,1145,Normal,SawyerW,TA,1Story,2,RL
164700,7,1250,2,Gd,528,625,625,Gd,Gd,2,5,2006,2007,0.0,2006.0,0,RFn,Detchd,Ex,0,PConc,35.0,0,625,54,1,No,4251,IR1,Y,TA,SBrkr,Y,0,Gable,625,Partial,Somerst,TA,2Story,2,FV
159000,6,1734,2,TA,440,912,1085,TA,Gd,1,7,1962,1981,0.0,1962.0,1,RFn,Attchd,TA,600,CBlock,77.0,0,649,0,1,No,9786,IR1,Y,TA,SBrkr,Y,0,Gable,312,Normal,NAmes,TA,1.5Fin,3,RL
88000,4,858,0,TA,0,858,858,TA,TA,1,5,1971,1971,0.0,,0,,,TA,614,CBlock,,0,0,0,0,No,8125,IR1,Y,,SBrkr,Y,0,Gable,244,Normal,NAmes,,1Story,3,RL
122000,5,900,1,TA,280,882,900,TA,TA,1,5,1967,1967,31.0,1970.0,0,Unf,Detchd,TA,450,CBlock,,0,0,0,0,No,9819,IR1,Y,TA,SBrkr,Y,0,Gable,432,Normal,Sawyer,TA,1Story,3,RL
153575,6,1396,1,TA,384,698,698,TA,TA,1,7,1915,2003,0.0,2003.0,0,Unf,Detchd,Ex,0,BrkTil,60.0,0,698,0,0,No,8730,Reg,Y,TA,FuseA,Y,0,Gable,698,Normal,BrkSide,TA,2Story,3,RL
233230,8,1919,2,Gd,685,1079,1079,Gd,Gd,2,8,2006,2006,0.0,2006.0,1,RFn,Attchd,Ex,0,PConc,120.0,0,840,51,1,Av,15611,Reg,Y,TA,SBrkr,Y,0,Gable,1079,Partial,CollgCr,Gd,2Story,3,RL
135900,5,1716,0,TA,0,780,936,TA,Fa,2,9,1912,2000,0.0,,0,,,Ex,210,PConc,55.0,0,780,184,0,No,5687,Reg,N,,SBrkr,N,1,Gable,570,Normal,SWISU,,2Story,6,RL
131000,5,1716,1,TA,281,768,1148,TA,TA,1,8,1949,2008,0.0,1949.0,1,Unf,Attchd,Gd,292,CBlock,60.0,0,568,0,1,No,11409,Reg,Y,TA,SBrkr,Y,0,Gable,476,Normal,Edwards,TA,1.5Fin,3,RL
235000,7,2263,2,TA,539,795,1468,TA,Gd,2,9,1977,1994,34.0,1977.0,1,Fin,Attchd,Fa,795,CBlock,,0,795,250,1,No,16659,IR1,Y,TA,SBrkr,Y,1,Gable,0,Normal,NWAmes,TA,2Story,3,RL
167000,6,1644,2,TA,418,1416,1644,TA,TA,1,7,1953,1953,238.0,1953.0,2,Fin,Attchd,TA,1285,CBlock,80.0,110,0,0,0,No,9600,Reg,Y,TA,SBrkr,Y,1,Hip,131,Normal,NAmes,TA,1Story,3,RL
142500,6,1003,2,TA,588,1003,1003,TA,TA,1,6,1984,1984,0.0,1984.0,0,Unf,Detchd,TA,819,CBlock,37.0,120,0,0,0,Av,7937,IR1,Y,TA,SBrkr,Y,1,Gable,184,Normal,Mitchel,TA,SLvl,3,RL
152000,5,1558,1,TA,282,910,910,TA,TA,1,6,1950,1950,0.0,1950.0,0,Unf,Attchd,TA,420,CBlock,75.0,289,648,0,1,No,13710,Reg,Y,TA,FuseA,Y,0,Gable,490,Normal,IDOTRR,TA,1.5Fin,4,RM
239000,7,1950,2,Gd,576,975,975,Gd,Gd,2,7,1997,1998,1600.0,1997.0,1,RFn,Detchd,Ex,649,PConc,66.0,0,975,10,1,No,7399,IR1,Y,TA,SBrkr,Y,0,Hip,326,Normal,Somerst,TA,2Story,3,FV
175000,6,1743,2,Gd,539,702,1041,TA,TA,1,7,1968,1968,365.0,1968.0,1,Unf,Attchd,Gd,384,CBlock,90.0,224,702,0,2,No,11700,Reg,Y,TA,SBrkr,Y,0,Mansard,143,Normal,NWAmes,TA,2Story,3,RL
158500,6,1152,1,TA,300,1092,1152,TA,Gd,1,6,1950,2004,0.0,1950.0,1,Unf,Attchd,Ex,0,CBlock,80.0,0,0,36,0,No,14000,Reg,Y,TA,SBrkr,Y,0,Gable,1092,Family,Crawfor,TA,1Story,3,RL
157000,5,1336,1,TA,375,1165,1336,TA,TA,1,5,1953,1953,56.0,1953.0,2,Unf,Attchd,TA,841,CBlock,90.0,0,0,0,0,Mn,15750,Reg,Y,TA,SBrkr,Y,1,Hip,324,Normal,Crawfor,TA,1Story,2,RL
267000,8,2452,2,Gd,683,1028,1210,Gd,Gd,2,9,1998,1999,0.0,1998.0,1,Fin,BuiltIn,Ex,281,PConc,66.0,208,1242,50,1,No,16226,IR3,Y,TA,SBrkr,Y,0,Gable,747,Normal,CollgCr,TA,2Story,4,RL
205000,7,1541,3,Gd,843,1541,1541,Gd,Gd,2,6,2001,2002,150.0,2001.0,1,RFn,Attchd,Ex,0,PConc,118.0,468,0,81,0,No,13704,IR1,Y,TA,SBrkr,Y,0,Gable,1541,Normal,CollgCr,TA,1Story,3,RL
149900,5,894,2,TA,552,894,894,TA,TA,1,5,1972,1972,0.0,1975.0,0,Unf,Attchd,TA,894,PConc,70.0,256,0,0,0,No,9800,Reg,Y,TA,SBrkr,Y,1,Gable,0,Abnorml,CollgCr,TA,1Story,3,RL
295000,7,3493,3,TA,870,1470,1675,TA,Gd,3,10,1880,2002,0.0,2003.0,1,Unf,Attchd,Ex,0,BrkTil,87.0,302,1818,0,0,No,18386,Reg,Y,TA,SBrkr,Y,0,Gable,1470,Normal,OldTown,TA,2.5Fin,3,RM
305900,8,2000,3,Gd,888,2000,2000,Gd,Gd,2,8,2004,2005,246.0,2004.0,0,Fin,Attchd,Ex,1464,PConc,80.0,168,0,0,0,No,10386,Reg,Y,TA,SBrkr,Y,1,Gable,536,Normal,CollgCr,TA,1Story,3,RL
225000,7,2243,3,Gd,746,700,1122,Gd,Gd,2,8,1990,1991,246.0,1990.0,1,RFn,Attchd,Gd,700,CBlock,116.0,127,1121,44,1,No,13474,Reg,Y,TA,SBrkr,Y,1,Gable,0,Normal,SawyerW,TA,2Story,4,RL
89500,6,1406,0,TA,0,319,1035,TA,Fa,1,6,1920,1950,0.0,,0,,,TA,0,CBlock,,0,371,144,0,No,7920,IR1,Y,,FuseA,N,0,Gable,319,Normal,IDOTRR,,1.5Fin,3,RM
82500,4,861,2,TA,539,861,861,TA,TA,1,4,1940,1950,0.0,1961.0,0,Unf,Detchd,Ex,262,CBlock,,158,0,0,0,No,12342,IR1,Y,TA,SBrkr,Y,0,Gable,599,Normal,Edwards,TA,1Story,1,RL
360000,9,1944,3,Gd,708,1896,1944,Ex,Ex,2,8,2003,2004,0.0,2003.0,3,Fin,Attchd,Ex,1274,PConc,90.0,208,0,175,0,Gd,12378,IR1,Y,TA,SBrkr,Y,1,Gable,622,Normal,NridgHt,TA,1Story,3,RL
165600,6,1501,2,TA,420,697,697,Gd,Gd,2,6,1993,1994,112.0,1993.0,1,Fin,Attchd,Gd,518,PConc,,190,804,63,1,No,7685,IR1,Y,TA,SBrkr,Y,0,Gable,179,Normal,Gilbert,TA,2Story,3,RL
132000,6,972,1,TA,240,972,972,TA,TA,1,5,1948,2002,0.0,1948.0,1,Unf,Detchd,Ex,680,CBlock,50.0,0,0,0,0,No,8000,Reg,Y,TA,SBrkr,Y,1,Gable,292,Normal,NAmes,TA,1Story,2,RL
119900,5,1118,2,TA,410,793,793,Gd,TA,1,5,1939,1950,0.0,1939.0,1,Unf,Detchd,TA,507,CBlock,65.0,0,325,0,0,Mn,7800,Reg,Y,TA,SBrkr,Y,1,Gable,286,Normal,OldTown,TA,1.5Fin,3,RM
375000,7,2036,2,TA,513,2136,2036,Gd,TA,2,8,1965,1965,0.0,1965.0,2,RFn,Attchd,TA,1236,CBlock,150.0,0,0,0,0,Gd,215245,IR3,Y,TA,SBrkr,Y,2,Hip,80,Normal,Timber,TA,1Story,3,RL
178000,7,1641,2,TA,546,728,832,TA,Ex,1,6,1925,1990,0.0,1925.0,1,Unf,Detchd,Ex,16,BrkTil,60.0,0,809,0,1,No,9600,Reg,Y,TA,SBrkr,Y,0,Gable,712,Normal,OldTown,Fa,2Story,3,RM
188500,7,1432,2,Gd,432,716,716,Gd,Gd,2,6,2004,2005,0.0,2004.0,1,Fin,Attchd,Ex,425,PConc,71.0,100,716,51,1,No,7795,IR1,Y,TA,SBrkr,Y,1,Gable,291,Normal,Gilbert,TA,2Story,3,RL
260000,7,2353,2,Gd,484,845,1153,Gd,Ex,2,10,1980,1980,278.0,1983.0,1,RFn,Attchd,TA,692,CBlock,94.0,288,1200,195,1,No,13005,IR1,Y,TA,SBrkr,Y,1,Gable,153,Normal,NWAmes,TA,2Story,4,RL
270000,8,1959,3,Gd,1025,1088,1088,Gd,Gd,2,8,2006,2006,0.0,2006.0,1,RFn,Attchd,Ex,0,PConc,75.0,208,871,46,1,Av,9000,Reg,Y,TA,SBrkr,Y,0,Gable,1088,Normal,Somerst,TA,2Story,3,FV
260000,7,2646,3,Gd,656,1347,1372,Gd,Gd,2,9,1993,1993,256.0,1993.0,1,RFn,Attchd,Ex,987,PConc,90.0,340,1274,60,1,Gd,9900,Reg,Y,TA,SBrkr,Y,1,Gable,360,Normal,NoRidge,TA,2Story,4,RL
187500,7,1472,2,TA,588,1372,1472,Gd,TA,2,6,1980,1980,225.0,1980.0,2,Unf,Attchd,TA,1036,CBlock,,233,0,48,0,Av,14115,Reg,Y,TA,SBrkr,Y,1,Gable,336,Normal,NWAmes,TA,SLvl,3,RL
342643,9,2596,3,TA,840,1249,1249,Ex,Gd,3,9,2006,2006,370.0,2006.0,0,RFn,Attchd,Ex,0,PConc,111.0,240,1347,154,1,Av,16259,Reg,Y,TA,SBrkr,Y,0,Gable,1249,Partial,NridgHt,TA,2Story,4,RL
354000,8,2468,3,Gd,872,1136,1136,Ex,Gd,2,10,2004,2004,388.0,2004.0,1,Fin,BuiltIn,Ex,970,PConc,99.0,184,1332,154,1,Av,12099,IR1,Y,TA,SBrkr,Y,1,Gable,166,Normal,NridgHt,TA,2Story,4,RL
301000,7,2730,2,Gd,576,1502,1553,TA,Gd,2,8,1986,1987,172.0,1987.0,1,Fin,Attchd,Ex,28,CBlock,86.0,201,1177,96,1,Gd,10380,IR1,Y,TA,SBrkr,Y,1,Gable,0,Normal,SawyerW,TA,2Story,4,RL
126175,3,1163,1,TA,220,1162,1163,TA,TA,1,6,1955,2005,0.0,1955.0,0,Unf,Attchd,Ex,256,CBlock,49.0,142,0,98,0,No,5820,Reg,Y,TA,SBrkr,Y,1,Gable,906,Normal,OldTown,Fa,1Story,3,RM
242000,7,2978,2,Gd,564,710,1898,Gd,Gd,2,11,1967,2007,300.0,1961.0,1,Fin,BuiltIn,Ex,0,CBlock,96.0,240,1080,0,1,No,11275,Reg,Y,TA,SBrkr,Y,0,Mansard,710,Normal,NAmes,TA,SLvl,5,RL
87000,5,803,2,TA,360,720,803,TA,TA,1,5,1941,1950,0.0,1941.0,0,Unf,Detchd,Po,116,CBlock,50.0,0,0,0,0,Av,5000,Reg,N,TA,FuseF,Y,0,Gable,604,Normal,IDOTRR,TA,1.5Unf,2,RM
324000,8,1719,2,Gd,473,1719,1719,Gd,Gd,1,6,1993,1993,0.0,1993.0,2,Fin,Attchd,Ex,1619,PConc,32.0,122,0,30,1,Gd,10846,IR1,Y,TA,SBrkr,Y,2,Gable,100,Normal,Veenker,TA,1Story,1,RL
145250,6,1383,1,TA,292,1383,1383,TA,TA,1,7,1960,1960,175.0,1960.0,0,RFn,Attchd,TA,565,CBlock,80.0,0,0,45,1,No,11600,Reg,Y,TA,SBrkr,Y,0,Hip,818,Normal,NAmes,TA,1Story,3,RL
214500,6,2134,2,TA,441,844,1445,TA,Gd,2,10,1916,1994,0.0,1930.0,0,Unf,Detchd,Gd,0,BrkTil,,0,689,60,0,No,11888,IR1,N,TA,FuseA,Y,0,Gable,844,Normal,BrkSide,TA,2.5Unf,5,RL
78000,5,1192,1,TA,189,596,596,TA,TA,1,6,1920,1950,0.0,1920.0,0,Unf,Detchd,TA,0,PConc,60.0,0,596,0,0,Mn,6402,Reg,N,Fa,SBrkr,N,0,Gable,596,Normal,IDOTRR,Fa,2Story,3,RM
119000,5,1728,1,TA,352,1728,1728,TA,TA,2,10,1964,1964,84.0,2002.0,0,Unf,Detchd,TA,40,CBlock,,155,0,0,0,No,10624,IR1,Y,TA,SBrkr,Y,0,Gable,1424,Normal,NAmes,TA,1Story,6,RL
139000,5,1056,1,TA,308,1056,1056,TA,TA,1,6,1958,1992,0.0,1958.0,0,RFn,Attchd,Fa,846,CBlock,70.0,0,0,0,0,No,8176,Reg,Y,TA,SBrkr,Y,1,Gable,210,Normal,NAmes,TA,1Story,3,RL
284000,8,1629,3,Gd,880,3206,1629,Gd,Gd,2,7,2003,2004,296.0,2003.0,1,RFn,Attchd,Ex,1124,PConc,85.0,0,0,0,0,No,10655,IR1,Y,TA,SBrkr,Y,1,Gable,1603,Normal,NridgHt,TA,1Story,3,RL
207000,7,1358,2,Gd,484,1358,1358,Gd,Gd,2,6,2004,2004,146.0,2004.0,1,RFn,Attchd,Ex,720,PConc,59.0,192,0,30,0,Av,8198,Reg,Y,TA,SBrkr,Y,1,Gable,638,Normal,NridgHt,TA,1Story,2,RM
192000,6,1638,2,TA,472,943,943,Gd,TA,2,7,1998,1998,0.0,1998.0,2,Fin,Attchd,Gd,828,PConc,59.0,100,695,38,1,Gd,9042,IR1,Y,TA,SBrkr,Y,1,Gable,115,Normal,Gilbert,TA,2Story,3,RL
228950,5,1786,2,TA,529,1499,1619,TA,TA,2,7,1965,1965,0.0,1965.0,2,Fin,Attchd,Ex,1249,CBlock,,670,167,0,0,Gd,164660,IR1,Y,TA,SBrkr,Y,2,Gable,103,Normal,Timber,TA,1.5Fin,3,RL
377426,9,1922,3,Gd,676,1922,1922,Ex,Gd,2,8,2005,2006,200.0,2005.0,1,Fin,Attchd,Ex,1249,PConc,86.0,178,0,51,0,Gd,14157,IR1,Y,TA,SBrkr,Y,1,Hip,673,Normal,StoneBr,TA,1Story,3,RL
214000,7,1536,2,Gd,532,1536,1536,Gd,Gd,2,7,2002,2003,113.0,2002.0,0,RFn,Attchd,Ex,810,PConc,70.0,192,0,74,0,Av,9135,Reg,Y,TA,SBrkr,Y,1,Gable,726,Normal,CollgCr,TA,1Story,3,RL
202500,7,1621,2,Gd,440,1208,1621,Gd,Gd,2,8,1984,1998,0.0,1984.0,0,RFn,Attchd,Ex,213,CBlock,91.0,108,0,45,0,Mn,14145,Reg,Y,TA,SBrkr,Y,1,Gable,995,Normal,NWAmes,TA,1Story,3,RL
155000,6,1215,1,TA,297,1215,1215,TA,TA,1,6,1958,1998,176.0,1958.0,0,Unf,Attchd,TA,585,CBlock,66.0,0,0,0,0,No,12400,IR1,Y,TA,FuseA,Y,0,Hip,630,Normal,NAmes,TA,1Story,3,RL
202900,8,1908,2,Gd,431,967,993,Gd,Gd,2,9,2002,2002,0.0,2002.0,0,Fin,Attchd,Ex,0,PConc,85.0,135,915,0,1,No,14191,Reg,Y,TA,SBrkr,Y,0,Gable,967,Normal,Timber,TA,2Story,4,RL
82000,4,841,1,Fa,294,721,841,TA,TA,1,4,1950,1950,0.0,1950.0,0,Unf,CarPort,Gd,0,CBlock,60.0,250,0,0,0,No,8400,Reg,Y,TA,SBrkr,N,0,Gable,721,Normal,SawyerW,TA,1Story,2,RH
87500,3,1040,2,TA,400,0,1040,,TA,2,6,1949,1950,340.0,1949.0,0,Unf,Detchd,Fa,0,Slab,,0,0,0,0,,8544,Reg,N,TA,FuseA,Y,0,Gable,0,Normal,NAmes,TA,1Story,2,RL
266000,9,1684,2,Ex,564,1684,1684,Ex,Ex,2,6,2005,2005,616.0,2005.0,1,RFn,Attchd,Ex,28,PConc,63.0,495,0,72,0,No,8849,IR1,Y,TA,SBrkr,Y,0,Hip,1656,Normal,NridgHt,TA,1Story,2,RL
85000,5,1112,1,TA,336,536,536,Gd,TA,1,4,1976,1976,0.0,1976.0,0,Unf,Attchd,TA,129,CBlock,36.0,182,576,0,1,No,2592,Reg,Y,TA,SBrkr,Y,0,Gable,175,Normal,MeadowV,TA,2Story,3,RM
140200,6,1577,1,TA,312,972,972,TA,Fa,1,6,1939,1950,0.0,1939.0,1,Unf,Detchd,Gd,0,BrkTil,65.0,0,605,0,0,No,6435,Reg,Y,TA,SBrkr,Y,0,Gable,972,Normal,BrkSide,TA,1.5Fin,3,RL
151500,6,958,1,TA,301,958,958,TA,TA,1,5,1960,1998,0.0,1960.0,0,RFn,Attchd,TA,498,CBlock,,0,0,0,0,Mn,12772,IR1,Y,TA,SBrkr,Y,0,Hip,460,Normal,NAmes,TA,1Story,2,RL
157500,6,1478,2,TA,498,1478,1478,TA,TA,2,6,1960,1960,30.0,1960.0,2,Unf,Attchd,Ex,1270,CBlock,,0,0,40,0,No,17600,IR1,Y,TA,FuseA,Y,1,Gable,208,Normal,NAmes,TA,1Story,3,RL
154000,7,1626,2,Gd,474,764,764,Gd,Gd,2,6,2003,2004,106.0,2003.0,0,RFn,BuiltIn,Ex,573,PConc,36.0,0,862,27,1,No,2448,Reg,Y,TA,SBrkr,Y,1,Gable,191,Normal,NridgHt,TA,2Story,2,RL
437154,9,2728,3,Ex,706,1848,1848,Ex,Ex,2,10,2005,2006,870.0,2006.0,2,Fin,Attchd,Ex,1410,PConc,56.0,0,880,0,1,No,20431,IR2,Y,TA,SBrkr,Y,1,Hip,438,Partial,NridgHt,TA,2Story,4,RL
318061,9,1869,2,Ex,617,1869,1869,Ex,Ex,2,6,2007,2007,362.0,2007.0,1,RFn,Attchd,Ex,0,PConc,68.0,210,0,54,0,No,7820,IR1,Y,TA,SBrkr,Y,0,Hip,1869,Partial,NridgHt,TA,1Story,2,RL
190000,7,1453,2,TA,445,1453,1453,Gd,Gd,1,6,1986,1986,0.0,1986.0,1,RFn,Attchd,Gd,1082,PConc,,0,0,80,1,Gd,5271,IR1,Y,TA,SBrkr,Y,1,Gable,371,Abnorml,ClearCr,TA,1Story,2,RL
95000,5,1111,1,TA,200,616,616,TA,TA,1,5,1941,1950,0.0,1941.0,0,Unf,Detchd,TA,236,CBlock,60.0,48,495,0,0,Mn,9084,Reg,N,Fa,SBrkr,Y,0,Gable,0,Normal,Edwards,TA,1.5Fin,3,RL
105900,6,720,2,TA,484,624,720,TA,TA,1,5,1928,2003,0.0,2005.0,0,Unf,Detchd,Gd,0,BrkTil,60.0,106,0,0,0,No,8520,Reg,Y,TA,SBrkr,Y,0,Gable,624,Normal,OldTown,TA,1Story,2,RM
140000,6,1595,1,TA,240,940,1192,TA,TA,1,6,1940,2000,0.0,1940.0,2,Unf,Attchd,Ex,388,CBlock,60.0,0,403,0,0,No,8400,Reg,Y,TA,SBrkr,Y,0,Gable,552,Normal,SWISU,TA,1.5Fin,2,RL
177500,6,1200,2,Gd,521,1200,1200,Gd,Gd,2,6,1995,1995,0.0,1995.0,0,RFn,Attchd,Ex,334,PConc,105.0,0,0,26,0,No,11249,IR2,Y,TA,SBrkr,Y,1,Gable,322,Normal,CollgCr,TA,1Story,3,RL
173000,6,1167,2,TA,400,1158,1167,Gd,Gd,2,6,1992,1992,106.0,1992.0,0,RFn,Attchd,Gd,560,PConc,,120,0,26,0,No,9248,IR1,Y,TA,SBrkr,Y,1,Gable,598,Normal,Gilbert,TA,1Story,3,RL
134000,5,1142,2,TA,528,1142,1142,Gd,TA,1,6,1976,1976,0.0,1976.0,1,Fin,Attchd,TA,874,PConc,44.0,536,0,90,1,No,4224,Reg,Y,TA,SBrkr,Y,1,Gable,268,Normal,MeadowV,TA,1Story,3,RM
130000,5,1352,1,TA,288,1062,1352,TA,Gd,1,6,1958,1958,120.0,1958.0,0,Unf,BuiltIn,Ex,300,CBlock,92.0,168,0,0,0,Av,6930,IR1,Y,TA,FuseF,Y,0,Hip,468,Abnorml,ClearCr,TA,SLvl,3,RL
280000,8,1924,2,Gd,592,1086,1086,Gd,Gd,2,7,1998,1998,530.0,1998.0,1,RFn,Attchd,Ex,956,PConc,78.0,208,838,75,1,Av,12011,IR1,Y,TA,SBrkr,Y,1,Gable,130,Normal,NoRidge,TA,2Story,3,RL
156000,6,912,2,TA,470,888,912,Gd,TA,1,5,1978,1978,0.0,1978.0,1,RFn,Attchd,Ex,773,CBlock,,0,0,0,0,Av,7540,IR1,Y,TA,SBrkr,Y,1,Gable,115,Normal,Mitchel,TA,SFoyer,2,RL
145000,5,1505,1,TA,240,883,988,TA,TA,1,8,1940,1982,0.0,1940.0,0,Unf,Detchd,Gd,399,CBlock,,0,517,0,0,No,9144,Reg,Y,TA,SBrkr,N,1,Gable,484,Normal,BrkSide,TA,1.5Fin,3,RL
198500,7,1922,2,Gd,672,0,495,,Gd,3,7,2003,2003,500.0,2003.0,1,RFn,BuiltIn,Ex,0,Slab,64.0,0,1427,0,0,,7301,Reg,Y,TA,SBrkr,Y,0,Gable,0,Normal,Edwards,TA,SFoyer,4,RL
118000,6,987,1,TA,264,483,483,TA,Gd,1,5,1972,2007,510.0,1972.0,0,Unf,Detchd,Gd,162,CBlock,21.0,250,504,0,1,No,1680,Reg,Y,TA,SBrkr,Y,0,Gable,321,Normal,BrDale,TA,2Story,2,RM
190000,6,1574,2,TA,566,796,790,Gd,TA,2,6,1976,1976,120.0,1976.0,1,Fin,Attchd,TA,712,PConc,,306,784,111,1,Mn,18800,IR1,Y,TA,SBrkr,Y,1,Gable,84,Normal,NWAmes,TA,2Story,3,RL
