SalePrice,OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,TotalBsmtSF,1stFlrSF,BsmtQual,KitchenQual,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MasVnrArea,GarageYrBlt,Fireplaces,GarageFinish,GarageType,HeatingQC,BsmtFinSF1,Foundation,LotFrontage,WoodDeckSF,2ndFlrSF
120000,5,1340,1,TA,252,0,1340,,TA,1,7,1957,2006,98.0,1957.0,1,RFn,Attchd,Ex,0,PConc,60.0,116,0
200000,7,2082,2,TA,484,1362,1362,Gd,Gd,2,6,2003,2003,0.0,2003.0,0,Unf,Detchd,Ex,0,PConc,63.0,280,720
127000,5,1252,2,TA,576,504,936,Fa,TA,1,5,1908,1991,0.0,1986.0,0,Unf,Attchd,Gd,0,PConc,92.0,104,316
475000,10,3608,3,Gd,840,1107,1518,TA,Ex,2,12,1892,1993,0.0,1993.0,2,Unf,Detchd,Ex,0,BrkTil,90.0,0,1518
173000,7,1217,2,TA,497,1188,1217,Gd,Gd,2,6,1990,1991,0.0,1990.0,0,Unf,Attchd,Ex,611,PConc,,168,0
135000,5,1656,1,TA,180,660,808,Fa,TA,2,8,1916,1987,0.0,1916.0,0,Unf,Detchd,Ex,0,CBlock,60.0,0,704
153337,5,1224,2,TA,528,1086,1224,Gd,TA,0,6,1979,1979,275.0,1979.0,2,Unf,Detchd,TA,1086,CBlock,64.0,120,0
286000,8,1593,2,Gd,682,1593,1593,Ex,Ex,1,5,2001,2002,0.0,2001.0,1,Fin,Attchd,Ex,1153,PConc,41.0,0,0
315000,8,2727,2,Gd,440,853,1549,Gd,Gd,2,10,1932,1994,0.0,1932.0,2,Unf,Detchd,TA,297,CBlock,70.0,0,1178
184000,7,1479,2,TA,484,725,725,TA,Gd,1,7,1972,2004,138.0,1972.0,0,Fin,Attchd,Gd,626,CBlock,,0,754
192000,7,1431,2,Gd,666,1431,1431,Gd,Gd,2,6,1999,1999,0.0,1999.0,0,Fin,Attchd,Ex,560,PConc,68.0,0,0
130000,7,1709,2,Gd,380,970,970,Gd,Gd,2,7,2004,2004,50.0,2004.0,0,Unf,Detchd,Ex,0,PConc,24.0,0,739
127000,5,864,1,TA,352,864,864,TA,TA,1,5,1972,1972,0.0,1989.0,0,Unf,Detchd,TA,390,CBlock,60.0,0,0
148500,6,1456,2,TA,440,855,855,Gd,TA,2,7,1976,1976,0.0,1976.0,1,Unf,Attchd,TA,566,CBlock,24.0,87,601
311872,7,1726,3,Ex,786,1726,1726,Ex,Ex,2,8,2007,2007,205.0,2007.0,1,Fin,Attchd,Ex,1126,PConc,79.0,171,0
235000,8,3112,2,Gd,795,1360,1360,TA,Gd,2,8,1918,1990,0.0,1918.0,1,Unf,Detchd,Gd,1036,PConc,174.0,0,1360
104000,6,2229,0,TA,0,755,929,TA,TA,1,8,1912,1950,0.0,,0,,,Ex,0,CBlock,92.0,0,929
274900,8,1713,3,Gd,856,1713,1713,Ex,Ex,2,7,2004,2005,262.0,2004.0,1,Fin,Attchd,Ex,1088,PConc,76.0,0,0
140000,4,1121,2,TA,440,1121,1121,Gd,TA,2,5,2003,2004,0.0,2003.0,0,RFn,Attchd,Ex,0,PConc,80.0,132,0
171500,6,1279,2,TA,473,1196,1279,TA,TA,2,6,1977,1977,0.0,1980.0,2,Unf,Detchd,TA,641,CBlock,75.0,238,0
112000,6,1310,1,TA,398,617,865,Fa,TA,2,6,1924,1950,0.0,1924.0,0,Unf,Attchd,Gd,617,BrkTil,50.0,0,445
149000,6,848,2,Gd,420,848,848,Gd,Gd,1,3,2004,2004,205.0,2004.0,1,RFn,Attchd,Ex,662,PConc,,149,0
110000,5,1284,1,TA,240,720,720,TA,TA,1,5,1947,1950,0.0,1948.0,0,Unf,Detchd,TA,312,CBlock,50.0,0,564
180500,7,1442,2,TA,500,1424,1442,Gd,TA,2,5,1990,1990,0.0,1990.0,0,RFn,Attchd,Ex,0,PConc,99.0,0,0
143900,5,1696,1,TA,349,1140,1696,TA,TA,1,8,1962,1962,0.0,1962.0,1,RFn,Attchd,TA,0,CBlock,40.0,0,0
141000,4,1100,1,TA,312,1100,1100,TA,TA,1,6,1960,1960,0.0,1960.0,1,RFn,Attchd,TA,419,PConc,,355,0
277000,7,2062,2,Gd,454,1157,1180,Gd,TA,2,7,1988,1989,128.0,1988.0,1,Fin,Attchd,Ex,1065,CBlock,,60,882
145000,6,1092,2,TA,504,1092,1092,Gd,TA,1,6,1964,1964,260.0,1964.0,0,RFn,Attchd,Ex,787,CBlock,75.0,0,0
98000,5,864,0,TA,0,864,864,TA,TA,1,5,1925,1950,0.0,,0,,,TA,468,CBlock,67.0,0,0
186000,6,1212,2,TA,460,1212,1212,Gd,Gd,2,6,2009,2009,0.0,2009.0,0,RFn,Attchd,Ex,36,PConc,83.0,100,0
252678,7,1852,2,TA,644,900,932,Gd,Gd,2,7,2009,2009,0.0,2009.0,1,RFn,Attchd,Ex,822,PConc,72.0,168,920
156000,5,990,2,TA,576,990,990,Gd,TA,1,5,1995,1995,0.0,1996.0,0,Unf,Attchd,Ex,716,PConc,43.0,224,0
161750,6,1392,1,TA,299,689,689,Gd,TA,1,6,1977,1977,153.0,1977.0,0,Fin,Attchd,Ex,378,CBlock,,0,703
134450,5,1236,1,TA,447,1070,1236,TA,Gd,1,6,1957,1996,64.0,1957.0,1,Unf,Attchd,TA,360,CBlock,72.0,0,0
210000,7,1436,2,Gd,484,1436,1436,Gd,Gd,2,8,2004,2004,266.0,2004.0,0,Unf,Attchd,Ex,946,PConc,65.0,139,0
107000,4,1328,1,TA,210,686,810,TA,TA,1,8,1925,1950,0.0,1940.0,0,Unf,Detchd,Fa,0,CBlock,57.0,0,518
311500,7,1954,2,Gd,431,798,1137,TA,Gd,1,8,1939,2006,312.0,1939.0,2,Unf,Attchd,Ex,341,CBlock,,0,817
167240,7,1248,2,Gd,438,1248,1248,Gd,Gd,2,5,2005,2006,16.0,2005.0,0,Fin,Attchd,Ex,16,PConc,43.0,108,0
204900,7,1498,2,Gd,675,1498,1498,Gd,Gd,2,5,2006,2006,0.0,2006.0,0,RFn,Attchd,Ex,0,PConc,73.0,351,0
200000,6,2267,2,Gd,390,1010,1010,Gd,Gd,2,8,2002,2002,0.0,2002.0,1,RFn,BuiltIn,Ex,0,PConc,,120,1257
179900,6,1552,2,TA,434,713,811,Gd,TA,2,6,1975,1975,0.0,1975.0,1,RFn,Attchd,TA,550,CBlock,85.0,209,741
97000,4,864,2,TA,576,864,864,TA,TA,1,4,1971,1971,0.0,1989.0,0,Unf,Detchd,Gd,524,CBlock,70.0,216,0
386250,10,2392,3,Ex,968,2392,2392,Ex,Ex,2,8,2003,2003,922.0,2003.0,1,Fin,Attchd,Ex,56,PConc,103.0,248,0
112000,5,1302,1,TA,280,630,630,TA,TA,2,6,1971,1971,142.0,1991.0,0,Unf,Detchd,TA,0,CBlock,21.0,0,672
290000,7,2520,3,Gd,721,1203,1214,Gd,Gd,2,9,1995,1995,290.0,1995.0,1,RFn,Attchd,Ex,565,PConc,82.0,224,1306
106000,6,987,1,TA,280,483,483,TA,TA,1,5,1970,1970,127.0,1987.0,0,Unf,Detchd,TA,321,CBlock,21.0,0,504
125000,5,912,1,TA,336,912,912,TA,TA,1,5,1967,1967,0.0,1974.0,1,Unf,Detchd,TA,842,CBlock,70.0,0,0
192500,7,1555,2,Gd,430,1373,1555,Gd,Gd,2,7,2005,2006,16.0,2005.0,1,Fin,Attchd,Ex,16,PConc,43.0,143,0
148000,6,1194,1,TA,312,1194,1194,TA,TA,1,6,1959,1959,220.0,1959.0,0,RFn,Attchd,TA,0,CBlock,73.0,0,0
403000,8,2794,3,Gd,810,1462,1490,Gd,Ex,2,9,1995,1996,506.0,1995.0,1,Fin,Attchd,Ex,689,PConc,174.0,0,1304
94500,6,987,1,TA,288,483,483,TA,TA,1,5,1972,1972,297.0,1972.0,1,Unf,Attchd,TA,0,CBlock,21.0,0,504
128200,5,894,1,TA,308,894,894,TA,TA,1,5,1976,1976,0.0,1976.0,0,Unf,Attchd,TA,182,CBlock,75.0,365,0
216500,6,1960,2,Gd,440,860,860,Gd,Gd,2,8,2002,2002,,2002.0,2,Fin,BuiltIn,Ex,625,PConc,,288,1100
89500,6,987,1,TA,264,483,483,TA,TA,1,5,1971,1971,604.0,1971.0,0,Unf,Detchd,TA,358,CBlock,21.0,0,504
185500,7,1414,2,Gd,494,1414,1414,Gd,Gd,2,6,2004,2004,98.0,2004.0,0,RFn,Attchd,Ex,24,PConc,65.0,132,0
194500,7,1744,2,Gd,457,996,1014,Gd,Gd,2,7,1993,2003,0.0,1993.0,0,RFn,Attchd,Ex,402,PConc,,370,730
318000,8,1694,3,Ex,818,1694,1694,Ex,Gd,2,7,2007,2007,254.0,2007.0,0,Fin,Attchd,Ex,0,PConc,93.0,168,0
113000,6,1487,1,TA,220,735,798,TA,TA,1,7,1945,1950,0.0,1949.0,1,Unf,Detchd,TA,94,CBlock,52.0,0,689
262500,8,1566,2,Gd,750,1566,1566,Gd,Gd,2,7,2008,2008,36.0,2008.0,0,RFn,Attchd,Ex,1078,PConc,75.0,144,0
110500,5,866,0,TA,0,686,866,TA,Gd,1,4,1945,1997,0.0,,0,,,Gd,329,CBlock,40.0,58,0
79000,5,1440,1,TA,352,540,889,TA,TA,1,6,1900,1950,0.0,1940.0,0,Unf,Attchd,Gd,0,BrkTil,63.0,0,551
120000,6,1217,1,TA,288,626,626,Gd,TA,1,6,1980,1980,0.0,1980.0,1,RFn,Attchd,TA,0,CBlock,75.0,0,591
205000,7,2110,2,Gd,463,948,1222,Gd,Gd,2,8,1994,2002,0.0,1994.0,2,RFn,Attchd,Ex,695,PConc,,0,888
241500,7,1872,2,TA,604,1845,1872,Gd,TA,2,6,1988,1988,102.0,1988.0,1,Fin,Attchd,Gd,929,CBlock,80.0,197,0
137000,6,1928,1,TA,440,1020,908,Fa,Fa,2,9,1910,1950,0.0,1910.0,0,Unf,Detchd,Gd,0,Stone,69.0,0,1020
140000,6,1375,2,TA,451,1367,1375,TA,TA,1,5,1954,1954,0.0,1954.0,1,Unf,Attchd,Ex,0,CBlock,75.0,0,0
180000,7,1668,2,Gd,500,840,840,Gd,Gd,2,8,2003,2003,101.0,2003.0,0,RFn,Attchd,Ex,0,PConc,72.0,144,828
277000,6,2144,2,Gd,389,1444,1444,Gd,Gd,2,7,1958,2006,472.0,1958.0,2,Fin,Attchd,Gd,697,CBlock,,0,700
76500,3,1306,0,TA,0,728,1306,TA,Fa,1,6,1940,1966,0.0,,0,,,Ex,0,CBlock,55.0,263,0
235000,8,1625,2,Gd,538,1573,1625,Gd,Gd,2,5,2006,2007,481.0,2006.0,1,Fin,Attchd,Ex,1573,PConc,44.0,123,0
173000,6,1640,2,Gd,520,798,798,Gd,Gd,2,6,2004,2004,0.0,2004.0,0,RFn,Attchd,Ex,0,PConc,65.0,138,842
158000,6,1302,1,TA,309,1302,1302,Gd,Gd,2,7,1964,1991,108.0,1964.0,0,RFn,Attchd,Ex,270,CBlock,85.0,333,0
145000,5,1314,1,TA,294,1314,1314,TA,TA,1,5,1957,1957,0.0,1957.0,0,RFn,Attchd,TA,922,CBlock,70.0,250,0
230000,7,2291,2,Gd,429,975,1005,Gd,Gd,2,8,1999,1999,302.0,1999.0,1,Fin,BuiltIn,Ex,0,PConc,66.0,192,1286
207500,6,1728,2,Gd,673,864,864,Gd,Gd,2,7,2003,2003,0.0,2003.0,0,RFn,Attchd,Ex,503,PConc,64.0,216,864
220000,7,1604,2,Gd,660,1604,1604,Gd,Gd,2,8,2006,2006,180.0,2006.0,1,RFn,Attchd,Ex,1334,PConc,68.0,123,0
231500,7,1792,2,Gd,564,963,963,Gd,Gd,2,7,2001,2001,172.0,2001.0,1,RFn,Attchd,Ex,361,PConc,80.0,0,829
97000,5,882,1,TA,308,0,882,,TA,1,4,1956,1956,0.0,1956.0,0,Unf,Detchd,Gd,0,PConc,70.0,0,0
176000,6,1382,2,TA,884,1362,1382,TA,TA,1,6,1962,1962,399.0,1991.0,1,Unf,Attchd,TA,672,CBlock,120.0,0,0
276000,8,2574,3,Gd,868,1482,1482,Ex,Ex,2,10,2007,2007,270.0,2007.0,1,Fin,BuiltIn,Ex,0,PConc,69.0,0,1092
151000,6,1212,2,TA,492,506,1212,Gd,TA,1,6,1977,1995,46.0,1978.0,1,Unf,Attchd,TA,506,CBlock,88.0,292,0
130000,5,1316,2,TA,484,926,926,TA,TA,1,6,1929,2001,0.0,1974.0,0,Unf,Detchd,TA,234,BrkTil,50.0,0,0
73000,5,764,2,TA,504,680,764,Fa,TA,1,4,1925,2004,0.0,1965.0,0,Unf,Detchd,Gd,0,BrkTil,30.0,0,0
175500,6,1422,2,TA,576,1422,1422,Gd,Gd,2,7,1981,1981,210.0,1981.0,1,Fin,Attchd,TA,588,CBlock,78.0,276,0
185000,6,1511,2,TA,413,802,802,Gd,TA,2,8,1997,1997,0.0,1997.0,1,Fin,Attchd,Gd,714,PConc,70.0,95,709
179500,5,2192,1,TA,240,720,1052,TA,Gd,2,8,1939,1997,0.0,1939.0,1,Unf,Detchd,Ex,378,PConc,60.0,262,720
120500,5,778,1,TA,924,740,778,TA,TA,1,4,1940,1955,0.0,1966.0,1,Fin,Detchd,Ex,403,CBlock,71.0,0,0
148000,6,1113,1,TA,504,1143,1113,TA,TA,1,6,1976,1976,174.0,1987.0,1,RFn,Attchd,TA,751,CBlock,,370,0
266000,8,1939,3,Gd,1053,1095,1095,Gd,Gd,2,8,2006,2006,0.0,2006.0,1,RFn,Attchd,Gd,0,PConc,84.0,192,844
241500,7,1363,2,TA,439,1385,1363,Gd,TA,1,5,1954,2005,0.0,1954.0,2,Unf,Attchd,Ex,226,CBlock,73.0,81,0
290000,8,2270,3,Gd,671,1152,1164,Gd,Gd,2,9,1999,2007,348.0,1999.0,1,Fin,Attchd,Ex,524,PConc,92.0,132,1106
139000,6,1632,1,TA,338,1240,1632,TA,TA,2,6,1958,1988,183.0,1958.0,1,RFn,Attchd,Gd,620,CBlock,80.0,289,0
124500,5,816,1,TA,264,816,816,TA,TA,1,5,1982,1982,0.0,1982.0,0,Unf,Attchd,TA,546,CBlock,76.0,168,0
205000,7,1548,2,Gd,672,952,952,TA,Ex,2,5,1925,2007,0.0,1978.0,0,Unf,Detchd,Gd,0,BrkTil,55.0,74,596
201000,7,1560,2,Gd,573,1560,1560,Ex,Gd,2,7,2003,2003,0.0,2003.0,0,Fin,Attchd,Ex,0,PConc,129.0,100,0
141000,4,864,2,TA,400,864,864,TA,TA,1,4,1951,1951,0.0,1951.0,0,Unf,Detchd,Ex,120,CBlock,140.0,0,0
415298,9,2121,3,Ex,732,2121,2121,Ex,Ex,2,8,2006,2007,315.0,2007.0,1,Fin,Attchd,Ex,0,PConc,107.0,124,0
192000,7,2022,2,TA,505,1160,1156,Gd,TA,2,8,1977,1977,299.0,1977.0,1,Fin,Attchd,Ex,392,CBlock,83.0,288,866
228500,7,1982,2,Gd,575,807,1175,Gd,Gd,2,7,1989,1989,340.0,1989.0,1,Fin,Attchd,Gd,421,CBlock,82.0,0,807
185000,6,1262,2,Gd,572,1262,1262,Gd,Gd,2,5,2006,2006,68.0,2006.0,0,Fin,Attchd,Gd,905,PConc,60.0,0,0
207500,7,1314,2,Gd,626,1314,1314,Gd,Gd,2,6,2007,2008,166.0,2008.0,1,RFn,Attchd,Ex,904,PConc,34.0,172,0
244600,8,1468,3,Gd,898,1468,1468,Gd,Gd,2,6,2008,2009,72.0,2008.0,1,Fin,Attchd,Ex,0,PConc,74.0,210,0
179200,6,1575,2,Gd,529,1575,1575,Gd,Gd,2,5,1992,1992,0.0,1992.0,0,RFn,Attchd,Gd,430,PConc,50.0,0,0
164700,7,1250,2,Gd,528,625,625,Gd,Gd,2,5,2006,2007,0.0,2006.0,0,RFn,Detchd,Ex,0,PConc,35.0,0,625
159000,6,1734,2,TA,440,912,1085,TA,Gd,1,7,1962,1981,0.0,1962.0,1,RFn,Attchd,TA,600,CBlock,77.0,0,649
88000,4,858,0,TA,0,858,858,TA,TA,1,5,1971,1971,0.0,,0,,,TA,614,CBlock,,0,0
122000,5,900,1,TA,280,882,900,TA,TA,1,5,1967,1967,31.0,1970.0,0,Unf,Detchd,TA,450,CBlock,,0,0
153575,6,1396,1,TA,384,698,698,TA,TA,1,7,1915,2003,0.0,2003.0,0,Unf,Detchd,Ex,0,BrkTil,60.0,0,698
233230,8,1919,2,Gd,685,1079,1079,Gd,Gd,2,8,2006,2006,0.0,2006.0,1,RFn,Attchd,Ex,0,PConc,120.0,0,840
135900,5,1716,0,TA,0,780,936,TA,Fa,2,9,1912,2000,0.0,,0,,,Ex,210,PConc,55.0,0,780
131000,5,1716,1,TA,281,768,1148,TA,TA,1,8,1949,2008,0.0,1949.0,1,Unf,Attchd,Gd,292,CBlock,60.0,0,568
235000,7,2263,2,TA,539,795,1468,TA,Gd,2,9,1977,1994,34.0,1977.0,1,Fin,Attchd,Fa,795,CBlock,,0,795
167000,6,1644,2,TA,418,1416,1644,TA,TA,1,7,1953,1953,238.0,1953.0,2,Fin,Attchd,TA,1285,CBlock,80.0,110,0
142500,6,1003,2,TA,588,1003,1003,TA,TA,1,6,1984,1984,0.0,1984.0,0,Unf,Detchd,TA,819,CBlock,37.0,120,0
152000,5,1558,1,TA,282,910,910,TA,TA,1,6,1950,1950,0.0,1950.0,0,Unf,Attchd,TA,420,CBlock,75.0,289,648
239000,7,1950,2,Gd,576,975,975,Gd,Gd,2,7,1997,1998,1600.0,1997.0,1,RFn,Detchd,Ex,649,PConc,66.0,0,975
175000,6,1743,2,Gd,539,702,1041,TA,TA,1,7,1968,1968,365.0,1968.0,1,Unf,Attchd,Gd,384,CBlock,90.0,224,702
158500,6,1152,1,TA,300,1092,1152,TA,Gd,1,6,1950,2004,0.0,1950.0,1,Unf,Attchd,Ex,0,CBlock,80.0,0,0
157000,5,1336,1,TA,375,1165,1336,TA,TA,1,5,1953,1953,56.0,1953.0,2,Unf,Attchd,TA,841,CBlock,90.0,0,0
267000,8,2452,2,Gd,683,1028,1210,Gd,Gd,2,9,1998,1999,0.0,1998.0,1,Fin,BuiltIn,Ex,281,PConc,66.0,208,1242
205000,7,1541,3,Gd,843,1541,1541,Gd,Gd,2,6,2001,2002,150.0,2001.0,1,RFn,Attchd,Ex,0,PConc,118.0,468,0
149900,5,894,2,TA,552,894,894,TA,TA,1,5,1972,1972,0.0,1975.0,0,Unf,Attchd,TA,894,PConc,70.0,256,0
295000,7,3493,3,TA,870,1470,1675,TA,Gd,3,10,1880,2002,0.0,2003.0,1,Unf,Attchd,Ex,0,BrkTil,87.0,302,1818
305900,8,2000,3,Gd,888,2000,2000,Gd,Gd,2,8,2004,2005,246.0,2004.0,0,Fin,Attchd,Ex,1464,PConc,80.0,168,0
225000,7,2243,3,Gd,746,700,1122,Gd,Gd,2,8,1990,1991,246.0,1990.0,1,RFn,Attchd,Gd,700,CBlock,116.0,127,1121
89500,6,1406,0,TA,0,319,1035,TA,Fa,1,6,1920,1950,0.0,,0,,,TA,0,CBlock,,0,371
82500,4,861,2,TA,539,861,861,TA,TA,1,4,1940,1950,0.0,1961.0,0,Unf,Detchd,Ex,262,CBlock,,158,0
360000,9,1944,3,Gd,708,1896,1944,Ex,Ex,2,8,2003,2004,0.0,2003.0,3,Fin,Attchd,Ex,1274,PConc,90.0,208,0
165600,6,1501,2,TA,420,697,697,Gd,Gd,2,6,1993,1994,112.0,1993.0,1,Fin,Attchd,Gd,518,PConc,,190,804
132000,6,972,1,TA,240,972,972,TA,TA,1,5,1948,2002,0.0,1948.0,1,Unf,Detchd,Ex,680,CBlock,50.0,0,0
119900,5,1118,2,TA,410,793,793,Gd,TA,1,5,1939,1950,0.0,1939.0,1,Unf,Detchd,TA,507,CBlock,65.0,0,325
375000,7,2036,2,TA,513,2136,2036,Gd,TA,2,8,1965,1965,0.0,1965.0,2,RFn,Attchd,TA,1236,CBlock,150.0,0,0
178000,7,1641,2,TA,546,728,832,TA,Ex,1,6,1925,1990,0.0,1925.0,1,Unf,Detchd,Ex,16,BrkTil,60.0,0,809
188500,7,1432,2,Gd,432,716,716,Gd,Gd,2,6,2004,2005,0.0,2004.0,1,Fin,Attchd,Ex,425,PConc,71.0,100,716
260000,7,2353,2,Gd,484,845,1153,Gd,Ex,2,10,1980,1980,278.0,1983.0,1,RFn,Attchd,TA,692,CBlock,94.0,288,1200
270000,8,1959,3,Gd,1025,1088,1088,Gd,Gd,2,8,2006,2006,0.0,2006.0,1,RFn,Attchd,Ex,0,PConc,75.0,208,871
260000,7,2646,3,Gd,656,1347,1372,Gd,Gd,2,9,1993,1993,256.0,1993.0,1,RFn,Attchd,Ex,987,PConc,90.0,340,1274
187500,7,1472,2,TA,588,1372,1472,Gd,TA,2,6,1980,1980,225.0,1980.0,2,Unf,Attchd,TA,1036,CBlock,,233,0
342643,9,2596,3,TA,840,1249,1249,Ex,Gd,3,9,2006,2006,370.0,2006.0,0,RFn,Attchd,Ex,0,PConc,111.0,240,1347
354000,8,2468,3,Gd,872,1136,1136,Ex,Gd,2,10,2004,2004,388.0,2004.0,1,Fin,BuiltIn,Ex,970,PConc,99.0,184,1332
301000,7,2730,2,Gd,576,1502,1553,TA,Gd,2,8,1986,1987,172.0,1987.0,1,Fin,Attchd,Ex,28,CBlock,86.0,201,1177
126175,3,1163,1,TA,220,1162,1163,TA,TA,1,6,1955,2005,0.0,1955.0,0,Unf,Attchd,Ex,256,CBlock,49.0,142,0
242000,7,2978,2,Gd,564,710,1898,Gd,Gd,2,11,1967,2007,300.0,1961.0,1,Fin,BuiltIn,Ex,0,CBlock,96.0,240,1080
87000,5,803,2,TA,360,720,803,TA,TA,1,5,1941,1950,0.0,1941.0,0,Unf,Detchd,Po,116,CBlock,50.0,0,0
324000,8,1719,2,Gd,473,1719,1719,Gd,Gd,1,6,1993,1993,0.0,1993.0,2,Fin,Attchd,Ex,1619,PConc,32.0,122,0
145250,6,1383,1,TA,292,1383,1383,TA,TA,1,7,1960,1960,175.0,1960.0,0,RFn,Attchd,TA,565,CBlock,80.0,0,0
214500,6,2134,2,TA,441,844,1445,TA,Gd,2,10,1916,1994,0.0,1930.0,0,Unf,Detchd,Gd,0,BrkTil,,0,689
78000,5,1192,1,TA,189,596,596,TA,TA,1,6,1920,1950,0.0,1920.0,0,Unf,Detchd,TA,0,PConc,60.0,0,596
119000,5,1728,1,TA,352,1728,1728,TA,TA,2,10,1964,1964,84.0,2002.0,0,Unf,Detchd,TA,40,CBlock,,155,0
139000,5,1056,1,TA,308,1056,1056,TA,TA,1,6,1958,1992,0.0,1958.0,0,RFn,Attchd,Fa,846,CBlock,70.0,0,0
284000,8,1629,3,Gd,880,3206,1629,Gd,Gd,2,7,2003,2004,296.0,2003.0,1,RFn,Attchd,Ex,1124,PConc,85.0,0,0
207000,7,1358,2,Gd,484,1358,1358,Gd,Gd,2,6,2004,2004,146.0,2004.0,1,RFn,Attchd,Ex,720,PConc,59.0,192,0
192000,6,1638,2,TA,472,943,943,Gd,TA,2,7,1998,1998,0.0,1998.0,2,Fin,Attchd,Gd,828,PConc,59.0,100,695
228950,5,1786,2,TA,529,1499,1619,TA,TA,2,7,1965,1965,0.0,1965.0,2,Fin,Attchd,Ex,1249,CBlock,,670,167
377426,9,1922,3,Gd,676,1922,1922,Ex,Gd,2,8,2005,2006,200.0,2005.0,1,Fin,Attchd,Ex,1249,PConc,86.0,178,0
214000,7,1536,2,Gd,532,1536,1536,Gd,Gd,2,7,2002,2003,113.0,2002.0,0,RFn,Attchd,Ex,810,PConc,70.0,192,0
202500,7,1621,2,Gd,440,1208,1621,Gd,Gd,2,8,1984,1998,0.0,1984.0,0,RFn,Attchd,Ex,213,CBlock,91.0,108,0
155000,6,1215,1,TA,297,1215,1215,TA,TA,1,6,1958,1998,176.0,1958.0,0,Unf,Attchd,TA,585,CBlock,66.0,0,0
202900,8,1908,2,Gd,431,967,993,Gd,Gd,2,9,2002,2002,0.0,2002.0,0,Fin,Attchd,Ex,0,PConc,85.0,135,915
82000,4,841,1,Fa,294,721,841,TA,TA,1,4,1950,1950,0.0,1950.0,0,Unf,CarPort,Gd,0,CBlock,60.0,250,0
87500,3,1040,2,TA,400,0,1040,,TA,2,6,1949,1950,340.0,1949.0,0,Unf,Detchd,Fa,0,Slab,,0,0
266000,9,1684,2,Ex,564,1684,1684,Ex,Ex,2,6,2005,2005,616.0,2005.0,1,RFn,Attchd,Ex,28,PConc,63.0,495,0
85000,5,1112,1,TA,336,536,536,Gd,TA,1,4,1976,1976,0.0,1976.0,0,Unf,Attchd,TA,129,CBlock,36.0,182,576
140200,6,1577,1,TA,312,972,972,TA,Fa,1,6,1939,1950,0.0,1939.0,1,Unf,Detchd,Gd,0,BrkTil,65.0,0,605
151500,6,958,1,TA,301,958,958,TA,TA,1,5,1960,1998,0.0,1960.0,0,RFn,Attchd,TA,498,CBlock,,0,0
157500,6,1478,2,TA,498,1478,1478,TA,TA,2,6,1960,1960,30.0,1960.0,2,Unf,Attchd,Ex,1270,CBlock,,0,0
154000,7,1626,2,Gd,474,764,764,Gd,Gd,2,6,2003,2004,106.0,2003.0,0,RFn,BuiltIn,Ex,573,PConc,36.0,0,862
437154,9,2728,3,Ex,706,1848,1848,Ex,Ex,2,10,2005,2006,870.0,2006.0,2,Fin,Attchd,Ex,1410,PConc,56.0,0,880
318061,9,1869,2,Ex,617,1869,1869,Ex,Ex,2,6,2007,2007,362.0,2007.0,1,RFn,Attchd,Ex,0,PConc,68.0,210,0
190000,7,1453,2,TA,445,1453,1453,Gd,Gd,1,6,1986,1986,0.0,1986.0,1,RFn,Attchd,Gd,1082,PConc,,0,0
95000,5,1111,1,TA,200,616,616,TA,TA,1,5,1941,1950,0.0,1941.0,0,Unf,Detchd,TA,236,CBlock,60.0,48,495
105900,6,720,2,TA,484,624,720,TA,TA,1,5,1928,2003,0.0,2005.0,0,Unf,Detchd,Gd,0,BrkTil,60.0,106,0
140000,6,1595,1,TA,240,940,1192,TA,TA,1,6,1940,2000,0.0,1940.0,2,Unf,Attchd,Ex,388,CBlock,60.0,0,403
177500,6,1200,2,Gd,521,1200,1200,Gd,Gd,2,6,1995,1995,0.0,1995.0,0,RFn,Attchd,Ex,334,PConc,105.0,0,0
173000,6,1167,2,TA,400,1158,1167,Gd,Gd,2,6,1992,1992,106.0,1992.0,0,RFn,Attchd,Gd,560,PConc,,120,0
134000,5,1142,2,TA,528,1142,1142,Gd,TA,1,6,1976,1976,0.0,1976.0,1,Fin,Attchd,TA,874,PConc,44.0,536,0
130000,5,1352,1,TA,288,1062,1352,TA,Gd,1,6,1958,1958,120.0,1958.0,0,Unf,BuiltIn,Ex,300,CBlock,92.0,168,0
280000,8,1924,2,Gd,592,1086,1086,Gd,Gd,2,7,1998,1998,530.0,1998.0,1,RFn,Attchd,Ex,956,PConc,78.0,208,838
156000,6,912,2,TA,470,888,912,Gd,TA,1,5,1978,1978,0.0,1978.0,1,RFn,Attchd,Ex,773,CBlock,,0,0
145000,5,1505,1,TA,240,883,988,TA,TA,1,8,1940,1982,0.0,1940.0,0,Unf,Detchd,Gd,399,CBlock,,0,517
198500,7,1922,2,Gd,672,0,495,,Gd,3,7,2003,2003,500.0,2003.0,1,RFn,BuiltIn,Ex,0,Slab,64.0,0,1427
118000,6,987,1,TA,264,483,483,TA,Gd,1,5,1972,2007,510.0,1972.0,0,Unf,Detchd,Gd,162,CBlock,21.0,250,504
190000,6,1574,2,TA,566,796,790,Gd,TA,2,6,1976,1976,120.0,1976.0,1,Fin,Attchd,TA,712,PConc,,306,784
